회사명,신고기준년도,폐기물 종류,운반자,처리업소명,처리방법,공장대표주소,,업종명,생산품
언더로뎀요양병원,2020,그 밖의 폐섬유,(주)세명유니온,경북환경에너지(주),중간처분(일반소각),경상북도 칠곡군 동명면 기성10길 24,,,
일광영농조합법인,2020,그 밖의 식물성잔재물,(주)라이프환경,상공원예영농조합법인,재활용(농업생산활동에 사용),경상북도 칠곡군 동명면 금암동석4길 32,,,
(주)토성 기산지점,2020,폐합성고무류,(주)나림우드,한일시멘트(주)단양공장,재활용(직접 에너지회수),경상북도 칠곡군 기산면 행정2길 95,,,
은경케미칼,2020,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대화티엔에스,(주)케이비아이국인이산업,중간처분(일반소각),경상북도 칠곡군 가산면 학상1길 159-26,,,
메디오니아,2020,폐의약품류,주식회사 강우,(주)동양환경,중간처분(일반소각),서울특별시 강동구 구천면로 278_ 1층 (천호동_ 동아하이빌아파트),,,
건운환경산업,2020,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대림에코,(주)에스피네이처,중간처분(일반소각),경상북도 칠곡군 가산면 학하9길 18,,,
건운환경산업,2020,폐합성수지류(폐염화비닐수지류는 제외한다),건운환경산업,(주)이엔이,중간처분(일반소각),경상북도 칠곡군 가산면 학하9길 18,,,
쿠팡풀필먼트서비스(유),2020,폐합성수지류(폐염화비닐수지류는 제외한다),강산환경개발,(주)케이비아이국인산업,중간처분(일반소각),경상북도 칠곡군 지천면 금호로 272_ 영남컨복합화물터미널및내륙컨테이너기지민,,,
쿠팡풀필먼트서비스(유),2020,그 밖의 동ㆍ식물성잔재물,강산환경개발,(주)케이비아이국인산업,중간처분(일반소각),경상북도 칠곡군 지천면 금호로 272_ 영남컨복합화물터미널및내륙컨테이너기지민,,,
(주)상도비철,2020,폐합성수지류(폐염화비닐수지류는 제외한다),폐전선구리산업(주),폐전선구리산업(주) 중부지점,재활용(원료 제조),경상북도 칠곡군 지천면 금호로1길 76-2,,,
(주)디에스지,2019,폐합성수지류(폐염화비닐수지류는 제외한다),봉촌산업,봉촌산업,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 금남1길 139,,,
(주)대교디앤에스 구미 마이다스골프,2019,그 밖의 폐기물,(주)동부환경,(주)다나에너지솔루션,중간처분(일반소각),경상북도 칠곡군 가산면 학하2길 54-171 (외 26필지),,,
화진엔프라,2019,폐합성수지류(폐염화비닐수지류는 제외한다),운대환경,(주)케이비아이국인산업,중간처분(일반소각),경상북도 칠곡군 가산면 심곡1길 5,,,
화진엔프라,2019,폐합성수지류(폐염화비닐수지류는 제외한다),친구환경,(주)케이비아이국인산업,중간처분(일반소각),경상북도 칠곡군 가산면 심곡1길 5,,,
(주)에스알 왜관지점,2019,폐합성수지류(폐염화비닐수지류는 제외한다),봉촌산업,봉촌산업,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 2산업단지1길 256,,,
구미시설공단,2019,폐합성수지류(폐염화비닐수지류는 제외한다),(주)한성,(주)이앤이,중간처분(일반소각),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2019,폐토사,(주)한성,(주)정진,재활용(중간가공폐기물 제조),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
(주)케이에이치화이바,2019,폐합성수지류(폐염화비닐수지류는 제외한다),봉촌산업,봉촌산업,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 다부거문2길 39-1,,,
그린산업,2019,폐합성수지류(폐염화비닐수지류는 제외한다),봉촌산업,봉촌산업,재활용(중간가공폐기물 제조),경상북도 칠곡군 지천면 금호불동1길 43,,,
(주)세방씨앤에프,2019,폐합성수지류(폐염화비닐수지류는 제외한다),금오환경개발,(주)케이비아이국인산업,중간처분(일반소각),경상북도 칠곡군 약목면 교8길 50-7,,,
(주)대원씨앤알,2019,폐합성고무류,(주)금강리앤텍,(주)금강리앤텍,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 다부거문2길 27,,,
상우이앤씨(주),2019,그 밖의 무기성오니,(주)라이프환경,동주산업환경(주),재활용(성토재·복토재 등으로 사용),경상북도 칠곡군 가산면 학상2길 68,,,
상우이앤씨(주),2019,그 밖의 폐수처리오니,(주)라이프환경,아침의 농장,재활용(토질개선에 사용),경상북도 칠곡군 가산면 학상2길 68,,,
상우이앤씨(주),2019,그 밖의 폐수처리오니,라이프환경,아침의 농장,재활용(토질개선에 사용),경상북도 칠곡군 가산면 학상2길 68,,,
상우이앤씨(주),2019,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대화티앤에스,(주)케이비아이국인산업,중간처분(일반소각),경상북도 칠곡군 가산면 학상2길 68,,,
(주)팜스코,2019,폐합성수지류(폐염화비닐수지류는 제외한다),(주)창대기업,(주)창대기업,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 아곡6길 60,,,
(주)팜스코,2019,폐합성수지류(폐염화비닐수지류는 제외한다),동일종합상사,(주)창대기업,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 아곡6길 60,,,
(주)한양에코텍,2019,폐합성수지류(폐염화비닐수지류는 제외한다),봉촌산업,봉촌산업,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 3산업단지3길 83,,,
(주)정우목재,2019,목재가공공장 부산물(접착제_ 페인트_ 기름_ 콘크리트 등의 물질이 사용된 목재부산물 및 분진을 말한다),영남환경,(주)창대기업,재활용(중간가공폐기물 제조),경상북도 칠곡군 북삼읍 칠곡대로 297-22,,,
쿠팡풀필먼트서비스 유한회사,2019,폐합성수지류(폐염화비닐수지류는 제외한다),조영산업,조영산업,재활용(중간가공폐기물 제조),경상북도 칠곡군 지천면 금호로 272_ 영남컨복합화물터미널및내륙컨테이너기지민,,,
(주)리사이클피아 칠곡지점,2019,폐합성수지류(폐염화비닐수지류는 제외한다),(주)리사이클피아,동양에코(주),중간처분(고온소각),경상북도 칠곡군 왜관읍 공단로11길 29,,,
(주)리사이클피아 칠곡지점,2019,폐합성수지류(폐염화비닐수지류는 제외한다),(주)리사이클피아,(주)에너지네트웍,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로11길 29,,,
(주)제이에프,2019,그 밖의 식물성잔재물,한섬농장,한섬농장,재활용(농업생산활동에 사용),경상북도 칠곡군 왜관읍 2산업단지3길 22-5,,,
(주)하나에이앤씨,2018,폐흡착제,(주)계양산업,(주)하이콘코리아,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 학상1길 177,,,
(주)하나에이앤씨,2018,폐흡착제,바로eco솔루션,(주)제이에이그린,매립(민간관리형매립시설),경상북도 칠곡군 가산면 학상1길 177,,,
유림산업,2018,그 밖의 공정오니,(주)대화티엔에스,(주)에코시스템구미,매립(민간관리형매립시설),경상북도 칠곡군 석적읍 중지3길 106-9_ 다동,,,
(주)대영케미칼,2018,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대흥산업,(주)대흥산업,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 경북대로 1355-16,,,
(주)오뚜기,2018,그 밖의 동ㆍ식물성잔재물,주은산업(주),(주)국인산업,중간처분(일반소각),경상북도 칠곡군 왜관읍 호국로 405-8,,,
(주)오뚜기,2018,그 밖의 동ㆍ식물성잔재물,(주)와이제이로지스,(주)풍림푸드,재활용(농업생산활동에 사용),경상북도 칠곡군 왜관읍 호국로 405-8,,,
(주)오뚜기,2018,그 밖의 동ㆍ식물성잔재물,예지사료,예지사료,재활용(농업생산활동에 사용),경상북도 칠곡군 왜관읍 호국로 405-8,,,
(주)오뚜기,2018,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),(주)대한유량,(주)대한유량,재활용(원료 제조),경상북도 칠곡군 왜관읍 호국로 405-8,,,
JS케미칼,2018,그 밖의 폐기물,(주)대화티엔에스,(주)에코시스템구미,매립(민간관리형매립시설),경상북도 칠곡군 석적읍 중지3길 106-9,,,
티알자원,2018,폐합성수지류(폐염화비닐수지류는 제외한다),내일산업,(주)지엠앤에스,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 인동가산로 976,,,
티알자원,2018,폐합성수지류(폐염화비닐수지류는 제외한다),내일산업,(주)이앤이,중간처분(일반소각),경상북도 칠곡군 가산면 인동가산로 976,,,
하늘산업,2018,폐합성수지류(폐염화비닐수지류는 제외한다),녹색자원(주),녹색자원(주),재활용(연료·고형연료제품 제조),경상북도 칠곡군 동명면 봉암7길 81,,,
진동종합수지,2018,폐합성수지류(폐염화비닐수지류는 제외한다),금오환경,(주)에너지네트웍,중간처분(일반소각),경상북도 칠곡군 약목면 약목로 34-5,,,
창주산업 주식회사,2018,그 밖의 연소잔재물,(주)이엔티앤에스,부산그린파워(주),매립(민간관리형매립시설),경상북도 칠곡군 기산면 주산로 1226-12,,,
창주산업 주식회사,2018,그 밖의 분진,(주)이엔티앤에스,부산그린파워(주),매립(민간관리형매립시설),경상북도 칠곡군 기산면 주산로 1226-12,,,
(주)새날테크-텍스 제3공장,2018,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대화티엔에스,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 석적읍 3공단2로 93,,,
신제TECH,2018,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대화티엔에스,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로4길 46-6,,,
(주)신성폴리머,2018,폐합성수지류(폐염화비닐수지류는 제외한다),(주)신성폴리머,(주)새한산업개발,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 학상1길 153-5,,,
(주)신성폴리머,2018,폐합성수지류(폐염화비닐수지류는 제외한다),운대환경,(주)케이비아이국인산업,중간처분(일반소각),경상북도 칠곡군 가산면 학상1길 153-5,,,
(주)신성폴리머,2018,폐합성수지류(폐염화비닐수지류는 제외한다),(주)신성폴리머,(주)그린알앤이,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 학상1길 153-5,,,
(주)신성폴리머,2018,폐합성수지류(폐염화비닐수지류는 제외한다),(주)그린환경,(주)그린환경,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 학상1길 153-5,,,
