순번,단지명,회사명,대표업종번호,업종번호,업종명,공장대표주소,시군구,설립구분,생산품
1510,성서지방산업단지,(주)수성자원,38321,38321+38322,비금속류 해체 및 선별업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,압축가공파지
1511,,(주)수양,17909,17909+20202+20421,그 외 기타 종이 및 판지 제품 제조업 외 2 종,대구광역시 서구,서구,일반,식물성유지+발수제+지력제+지관
1512,성서지방산업단지,(주)수에코신소재,22212,22212,플라스틱 필름 제조업,대구성서산업단지관리공단,달서구,일반산업단지,필름
1513,,(주)수연창호,25111,25111,금속 문+창+셔터 및 관련제품 제조업,대구광역시 달성군,달성군,일반,금속제창
1514,성서지방산업단지,(주)수영글로벌,13221,13221+14111+14112+14120+14191+14192+14194+14199+14300+14499,침구 및 관련제품 제조업 외 9 종,대구성서산업단지관리공단,달서구,일반산업단지,봉재
1515,,(주)수정기업,28429,28429+13221+13223+25932+26329+29299,기타 조명장치 제조업 외 5 종,대구광역시 북구,북구,일반,전자칠판+전자교탁+무대막+무대등+커튼+무대막+담요+매트리스 커버 등
1516,서대구일반산업단지,(주)수창무역,46742,46742+68112,직물 도매업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,폴리에스테르
1517,성서지방산업단지,(주)수천섬유,73209,73209,패션+섬유류 및 기타 전문 디자인업,대구성서산업단지관리공단,달서구,일반산업단지,패션디자인
1518,,(주)수테크,23994,23994+23999,암면 및 유사제품 제조업 외 1 종,대구광역시 달성군,달성군,일반,브레이크 패드
1519,대구테크노폴리스일반산업단지,(주)순정산업,62021,62021+29176,컴퓨터시스템 통합 자문 및 구축 서비스업 외 1 종,연구개발특구지원본부 대구기술사업화센터 운영지원팀,,일반산업단지,열교환기 등
1520,성서지방산업단지,(주)스누콘,21300,21300,의료용품 및 기타 의약 관련제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,의료기기+치과재료
1521,성서지방산업단지,(주)스누콘,27192,27192,정형외과용 및 신체보정용 기기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,임플란트
1522,성서지방산업단지,(주)스마일산업,22212,22212+22213,플라스틱 필름 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,비닐포장자재
1523,성서지방산업단지,(주)스마탑,27213,27213,물질 검사+측정 및 분석기구 제조업,대구성서산업단지관리공단,달서구,일반산업단지,측정 및 분석기기+자동화기기
1524,성서지방산업단지,(주)스마텍,29299,29299,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,분쇄기
1525,대구국가산업단지,(주)스마트기술,29174,29174,기체 여과기 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,전기집진기
1526,성서지방산업단지,(주)스카이레이저,27216,27216+27213,산업처리공정 제어장비 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,자동화라인 부품
1527,,(주)스카이엔터프라이즈,31312,31312,무인 항공기 및 무인 비행장치 제조업,대구광역시 달서구,달서구,일반,드론+드론부착기기
1528,달성2차일반산업단지,(주)스틸라인,25913,25913+25914+28421+29261+29299,자동차용 금속 압형제품 제조업 외 4 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,엘리베이터부품 외
1529,북구검단지방산업단지,(주)스틸앤스틸러스,24199,24199,그 외 기타 1차 철강 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,배관용 구조용탄소강관 및 각형강관
1530,성서지방산업단지,(주)스틸앤스틸러스,24199,24199,그 외 기타 1차 철강 제조업,대구성서산업단지관리공단,달서구,일반산업단지,철강재
1531,성서지방산업단지,(주)스틸에이,30310,30310+30400,자동차 엔진용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품(인발강관)
1532,성서지방산업단지,(주)스틸에이,24191,24191,도금+착색 및 기타 표면처리강재 제조업,대구성서산업단지관리공단,달서구,일반산업단지,강관 피막및도포
1533,대구국가산업단지,(주)스틸에이,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,완충기부품
1534,성서지방산업단지,(주)스틸웨이,24199,24199,그 외 기타 1차 철강 제조업,대구성서산업단지관리공단,달서구,일반산업단지,철강재
1535,대구제3일반산업단지,(주)스파르탄스톤,22229,22229,기타 건축용 플라스틱 조립제품 제조업,대구제3산업단지관리공단,북구,일반산업단지,건축자재
1536,성서지방산업단지,(주)스파이더케이,22299,22299,그 외 기타 플라스틱 제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,건설용 결속 클립
1537,서대구일반산업단지,(주)승리자동차 ,95211,95211,자동차 종합 수리업,서대구산업단지관리공단,서구,일반산업단지,자동차정비
1538,,(주)승원에스앤씨,32091,32091,금속 가구 제조업,대구광역시 달성군,달성군,일반,철구조물
1539,달성일반산업단지,(주)시그너스정공,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,달성1차산업단지관리공단,달성군,일반산업단지,자동차용너클
1540,서대구일반산업단지,(주)시민종합자동차정비공장,95211,95211,자동차 종합 수리업,서대구산업단지관리공단,서구,일반산업단지,자동차 수리
1541,,(주)시스픽,17909,17909,그 외 기타 종이 및 판지 제품 제조업,대구광역시 북구,북구,일반,씨링외 인쇄물(가공)
1542,성서지방산업단지,(주)시스픽,17229,17229+17212,기타 종이 상자 및 용기 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,패키지
1543,성서지방산업단지,(주)시우라이팅,28422,28422,일반용 전기 조명장치 제조업,대구성서산업단지관리공단,달서구,일반산업단지,LED등기구
1544,성서지방산업단지,(주)시텍,33303,33303,낚시 및 수렵용구 제조업,대구성서산업단지관리공단,달서구,일반산업단지,어업용구+낚시부품
1545,서대구일반산업단지,(주)시티컴퍼니 (기숙사),25924,25924,절삭가공 및 유사처리업,서대구산업단지관리공단,서구,일반산업단지,cnc 가공
1546,성서지방산업단지,(주)시호텍,13219,13219,특수 직물 및 기타 직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,천막지
1547,성서지방산업단지,(주)시호텍 월암지점,18119,18119,기타 인쇄업,대구성서산업단지관리공단,달서구,일반산업단지,종이박스 인쇄코팅
1548,대구염색일반산업단지,(주)신경일염직,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,면직물+스판직물 염색
1549,달성2차일반산업단지,(주)신계,30331,30331+30400,자동차용 신품 동력전달장치 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,자동차 부품
1550,,(주)신광전기,24133,24133,강관 가공품 및 관 연결구류 제조업,대구광역시 서구,서구,일반,비철금속 자재+전기부품
1551,서대구일반산업단지,(주)신광타올,13219,13219,특수 직물 및 기타 직물 직조업,서대구산업단지관리공단,서구,일반산업단지,타올
1552,,(주)신금성엘리베이터,29162,29162,승강기 제조업,대구광역시 북구,북구,일반,인승용엘리베이터
1553,성서지방산업단지,(주)신대한물산,13213,13213,화학섬유직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,폴리에스터 스탄텍스
1554,서대구일반산업단지,(주)신덕우,14191,14191+46413+68112,셔츠 및 블라우스 제조업 외 2 종,서대구산업단지관리공단,서구,일반산업단지,블라우스
1555,대구국가산업단지,(주)신도,30331,30331+30400,자동차용 신품 동력전달장치 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,트랜스미션및가전가동샤프트
1556,성서지방산업단지,(주)신독,29280,29280+29261+29299,산업용 로봇 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,첨단용접장비
1557,대구출판산업단지,(주)신동양페이퍼,17222,17222,판지 상자 및 용기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,판지상자 용기
1558,대구연구개발특구,(주)신라네트웍스,27199,27199,그 외 기타 의료용 기기 제조업,연구개발특구지원본부 대구기술사업화센터 운영지원팀,동구,국가산업단지,재활의료로봇+소형의료기기
1559,성서지방산업단지,(주)신라밴딩,25111,25111,금속 문+창+셔터 및 관련제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,알미늄벤딩
1560,서대구일반산업단지,(주)신라엔텍,20499,20499+20495,그 외 기타 분류 안된 화학제품 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,SL-1500(현상액)
1561,대구금호워터폴리스일반산업단지,(주)신라이앤씨,28123,28123,배전반 및 전기 자동제어반 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,스마트팜 환경제어기
1562,,(주)신명,28123,28123,배전반 및 전기 자동제어반 제조업,대구광역시 달성군,달성군,일반,배전반및자동제어반
1563,대구옥포농공단지,(주)신명,28123,28123,배전반 및 전기 자동제어반 제조업,대구광역시 달성군,달성군,농공단지,배전반
1564,성서지방산업단지,(주)신명성전자,32199,32199,그외기타전자부품제조업,대구성서산업단지관리공단,달서구,일반산업단지,전자부품
1565,,(주)신보산업개발,25112,25112+25113+25994,구조용 금속 판제품 및 공작물 제조업 외 2 종,대구광역시 달성군,달성군,일반,도로교통표지판
1566,서대구일반산업단지,(주)신보성침장,13221,13221,침구 및 관련제품 제조업,서대구산업단지관리공단,서구,일반산업단지,침구류
1567,달성2차일반산업단지,(주)신석,29142,29142,기어 및 동력전달장치 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,에어컨스위치+계기판
1568,달성2차일반산업단지,(주)신성에이치엔티,25921,25921,금속 열처리업,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,자동차부품
1569,성서지방산업단지,(주)신성에프에이,29299,29299+27216+29261,그 외 기타 특수목적용 기계 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,자동화기계
1570,성서지방산업단지,(주)신성에프에이,27216,27216+29299,산업처리공정 제어장비 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,자동화기계
1571,성서지방산업단지,(주)신성정공,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품 등+프레스금형
